method,n_stations,gini,cv,max_share_pct,top10pct_share_pct
Mevcut karakollar,148,0.37942233901802164,0.6756996382416619,2.2325801739240676,21.914761943882734
p-Median,148,0.19489705709592917,0.36443054568299155,1.879068851928507,16.787471595446597
K-Means (ağırlıklı),148,0.2860110700059357,0.5851238340250784,3.621249545965021,20.27204149556516
En yoğun p hücre,148,0.43578796324430813,0.9865933763664734,4.290343848873806,33.75188651273196
