method,weighted_mean_km,max_km,median_km,coverage_1km_pct,coverage_2km_pct,coverage_3km_pct,coverage_5km_pct,ci95_km
Mevcut karakollar,1.5162527976704354,4.430628776550293,1.645009160041809,27.35821076854909,73.62981147177794,97.245776338922,100.0,
p-Median,0.7057648421810897,4.11752986907959,0.8972207903862,80.55668710604176,99.36528951016966,99.92630033017453,100.0,
K-Means (ağırlıklı),0.7010661664098549,3.8228862285614014,0.8949638605117798,81.9115997027,99.84563269156554,99.9876720552292,100.0,
En yoğun p hücre,1.2346667382054966,17.44984245300293,1.712850570678711,65.95209253462545,80.92348812943985,89.96576762002773,96.98537083887197,
Rastgele (100 tekrar),1.1504597005837862,,,,,98.96538080842731,,"[1.037, 1.292]"
