scheme,weighted_mean_km,max_km,median_km,coverage_1km_pct,coverage_2km_pct,coverage_3km_pct,coverage_5km_pct,jaccard_vs_chi,chi_metric_degradation_pct
CHI (ana),0.7057648421810897,4.11752986907959,0.8972207903862,80.55668710604176,99.36528951016966,99.92630033017453,100.0,1.0,0.0
Tekdüze (sayım),0.7101297563578423,4.11752986907959,0.9065994024276733,80.30182024784528,99.4449744865143,99.94068293240713,100.0,0.5342465753424658,0.6184657999204424
CHI-karekök,0.7064104978678105,4.11752986907959,0.9002730250358582,80.17800480253848,99.48696096508154,99.94166559467146,100.0,0.635036496350365,0.0914831184740672
